case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
3,0,Resolve ticket,2012-08-30 13:19:04.252814604+00:00,2012-08-30 13:19:04.252814604+00:00,18,Value 2
3,5,Closed,2012-08-30 13:19:04.252814604+00:00,2012-08-30 13:19:04.252814604+00:00,19,Value 5
4,2,Assign seriousness,2012-08-30 13:25:38.303856123+00:00,2012-08-30 13:25:38.303856123+00:00,20,Value 11
4,2,Take in charge ticket,2012-08-30 13:25:38.303856123+00:00,2012-08-30 13:25:38.303856123+00:00,21,Value 11
4,2,Resolve ticket,2012-08-30 13:25:38.303856123+00:00,2012-08-30 13:25:38.303856123+00:00,22,Value 11
4,5,Closed,2012-08-30 13:25:38.303856123+00:00,2012-08-30 13:25:38.303856123+00:00,23,Value 5
5,2,Assign seriousness,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,24,Value 11
5,2,Take in charge ticket,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,25,Value 11
5,2,Wait,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,26,Value 11
5,2,Take in charge ticket,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,27,Value 11
5,2,Resolve ticket,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,28,Value 11
5,5,Closed,2012-08-30 14:13:09.960989048+00:00,2012-08-30 14:13:09.960989048+00:00,29,Value 5
6,13,Take in charge ticket,2012-08-30 14:46:39.377030476+00:00,2012-08-30 14:46:39.377030476+00:00,30,Value 17
6,13,Resolve ticket,2012-08-30 14:46:39.377030476+00:00,2012-08-30 14:46:39.377030476+00:00,31,Value 17
6,13,Resolve ticket,2012-08-30 14:46:39.377030476+00:00,2012-08-30 14:46:39.377030476+00:00,32,Value 17
6,5,Closed,2012-08-30 14:46:39.377030476+00:00,2012-08-30 14:46:39.377030476+00:00,33,Value 5
7,2,Assign seriousness,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,36,Value 11
8,2,Assign seriousness,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,37,Value 11
7,2,Take in charge ticket,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,38,Value 11
8,2,Take in charge ticket,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,39,Value 11
7,2,Resolve ticket,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,40,Value 11
8,2,Resolve ticket,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,41,Value 11
7,5,Closed,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,42,Value 5
8,5,Closed,2012-08-31 04:00:00+00:00,2012-08-31 04:00:00+00:00,43,Value 5
9,2,Assign seriousness,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,44,Value 11
9,0,Assign seriousness,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,45,Value 2
9,0,Assign seriousness,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,46,Value 2
9,0,Take in charge ticket,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,47,Value 2
9,0,Resolve ticket,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,48,Value 2
9,5,Closed,2012-08-31 07:41:18.294186882+00:00,2012-08-31 07:41:18.294186882+00:00,49,Value 5
10,2,Assign seriousness,2012-08-31 12:38:38.935904207+00:00,2012-08-31 12:38:38.935904207+00:00,50,Value 11
10,2,Take in charge ticket,2012-08-31 12:38:38.935904207+00:00,2012-08-31 12:38:38.935904207+00:00,51,Value 11
10,2,Resolve ticket,2012-08-31 12:38:38.935904207+00:00,2012-08-31 12:38:38.935904207+00:00,52,Value 11
10,5,Closed,2012-08-31 12:38:38.935904207+00:00,2012-08-31 12:38:38.935904207+00:00,53,Value 5
11,2,Assign seriousness,2012-08-31 12:58:50.629656510+00:00,2012-08-31 12:58:50.629656510+00:00,54,Value 11
11,2,Take in charge ticket,2012-08-31 12:58:50.629656510+00:00,2012-08-31 12:58:50.629656510+00:00,55,Value 11
11,2,Resolve ticket,2012-08-31 12:58:50.629656510+00:00,2012-08-31 12:58:50.629656510+00:00,56,Value 11
11,5,Closed,2012-08-31 12:58:50.629656510+00:00,2012-08-31 12:58:50.629656510+00:00,57,Value 5
12,2,Assign seriousness,2012-08-31 13:09:07.972585197+00:00,2012-08-31 13:09:07.972585197+00:00,58,Value 11
12,2,Take in charge ticket,2012-08-31 13:09:07.972585197+00:00,2012-08-31 13:09:07.972585197+00:00,59,Value 11
12,2,Resolve ticket,2012-08-31 13:09:07.972585197+00:00,2012-08-31 13:09:07.972585197+00:00,60,Value 11
12,5,Closed,2012-08-31 13:09:07.972585197+00:00,2012-08-31 13:09:07.972585197+00:00,61,Value 5
13,2,Assign seriousness,2012-08-31 14:26:53.200454242+00:00,2012-08-31 14:26:53.200454242+00:00,62,Value 11
13,2,Take in charge ticket,2012-08-31 14:26:53.200454242+00:00,2012-08-31 14:26:53.200454242+00:00,63,Value 11
13,2,Resolve ticket,2012-08-31 14:26:53.200454242+00:00,2012-08-31 14:26:53.200454242+00:00,64,Value 11
13,5,Closed,2012-08-31 14:26:53.200454242+00:00,2012-08-31 14:26:53.200454242+00:00,65,Value 5
14,5,Assign seriousness,2012-09-01 13:17:27+00:00,2012-09-01 13:17:27+00:00,66,Value 5
14,0,Take in charge ticket,2012-09-03 03:00:00+00:00,2012-09-03 03:00:00+00:00,68,Value 2
14,0,Resolve ticket,2012-09-03 03:00:00+00:00,2012-09-03 03:00:00+00:00,69,Value 2
14,5,Closed,2012-09-03 06:00:00+00:00,2012-09-03 06:00:00+00:00,70,Value 5
15,2,Assign seriousness,2012-09-03 04:00:49+00:00,2012-09-03 04:00:49+00:00,71,Value 11
15,2,Take in charge ticket,2012-09-03 04:00:49+00:00,2012-09-03 04:00:49+00:00,72,Value 11
15,2,Resolve ticket,2012-09-03 04:00:49+00:00,2012-09-03 04:00:49+00:00,73,Value 11
15,5,Closed,2012-09-03 06:00:00+00:00,2012-09-03 06:00:00+00:00,75,Value 5
16,2,Assign seriousness,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,76,Value 11
16,2,Take in charge ticket,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,77,Value 11
16,3,Wait,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,78,Value 16
16,3,Take in charge ticket,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,79,Value 16
16,3,Resolve ticket,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,80,Value 16
16,5,Closed,2012-09-03 06:06:44.701854400+00:00,2012-09-03 06:06:44.701854400+00:00,81,Value 5
17,2,Assign seriousness,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,82,Value 11
17,2,Take in charge ticket,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,83,Value 11
17,2,Wait,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,84,Value 11
17,2,Take in charge ticket,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,85,Value 11
17,2,Resolve ticket,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,86,Value 11
17,5,Closed,2012-09-03 06:37:50.441831363+00:00,2012-09-03 06:37:50.441831363+00:00,87,Value 5
18,2,Assign seriousness,2012-09-03 06:46:48.775860120+00:00,2012-09-03 06:46:48.775860120+00:00,88,Value 11
18,2,Take in charge ticket,2012-09-03 06:46:48.775860120+00:00,2012-09-03 06:46:48.775860120+00:00,89,Value 11
18,2,Resolve ticket,2012-09-03 06:46:48.775860120+00:00,2012-09-03 06:46:48.775860120+00:00,90,Value 11
18,5,Closed,2012-09-03 06:46:48.775860120+00:00,2012-09-03 06:46:48.775860120+00:00,91,Value 5
19,2,Assign seriousness,2012-09-03 07:19:06.717042878+00:00,2012-09-03 07:19:06.717042878+00:00,92,Value 11
19,2,Take in charge ticket,2012-09-03 07:19:06.717042878+00:00,2012-09-03 07:19:06.717042878+00:00,93,Value 11
19,2,Resolve ticket,2012-09-03 07:19:06.717042878+00:00,2012-09-03 07:19:06.717042878+00:00,94,Value 11
19,5,Closed,2012-09-03 07:19:06.717042878+00:00,2012-09-03 07:19:06.717042878+00:00,95,Value 5
20,2,Assign seriousness,2012-09-03 08:17:06.690206604+00:00,2012-09-03 08:17:06.690206604+00:00,96,Value 11
20,2,Take in charge ticket,2012-09-03 08:17:06.690206604+00:00,2012-09-03 08:17:06.690206604+00:00,97,Value 11
20,2,Resolve ticket,2012-09-03 08:17:06.690206604+00:00,2012-09-03 08:17:06.690206604+00:00,98,Value 11
20,5,Closed,2012-09-03 08:17:06.690206604+00:00,2012-09-03 08:17:06.690206604+00:00,99,Value 5
21,2,Assign seriousness,2012-09-03 09:24:52.576627026+00:00,2012-09-03 09:24:52.576627026+00:00,100,Value 11
21,2,Take in charge ticket,2012-09-03 09:24:52.576627026+00:00,2012-09-03 09:24:52.576627026+00:00,101,Value 11
21,2,Resolve ticket,2012-09-03 09:24:52.576627026+00:00,2012-09-03 09:24:52.576627026+00:00,102,Value 11
21,5,Closed,2012-09-03 09:24:52.576627026+00:00,2012-09-03 09:24:52.576627026+00:00,103,Value 5
22,2,Assign seriousness,2012-09-03 09:44:54.711078811+00:00,2012-09-03 09:44:54.711078811+00:00,104,Value 11
22,2,Take in charge ticket,2012-09-03 09:44:54.711078811+00:00,2012-09-03 09:44:54.711078811+00:00,105,Value 11
22,2,Resolve ticket,2012-09-03 09:44:54.711078811+00:00,2012-09-03 09:44:54.711078811+00:00,106,Value 11
22,5,Closed,2012-09-03 09:44:54.711078811+00:00,2012-09-03 09:44:54.711078811+00:00,107,Value 5
23,2,Assign seriousness,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,108,Value 11
23,2,Take in charge ticket,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,109,Value 11
23,2,Resolve ticket,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,110,Value 11
23,2,Take in charge ticket,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,111,Value 11
23,2,Wait,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,112,Value 11
23,0,Take in charge ticket,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,113,Value 2
23,4,Resolve ticket,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,114,Value 21
23,4,Closed,2012-09-03 11:03:34.849978599+00:00,2012-09-03 11:03:34.849978599+00:00,115,Value 21
24,2,Assign seriousness,2012-09-03 12:44:38.580726221+00:00,2012-09-03 12:44:38.580726221+00:00,116,Value 11
24,2,Take in charge ticket,2012-09-03 12:44:38.580726221+00:00,2012-09-03 12:44:38.580726221+00:00,117,Value 11
24,2,Resolve ticket,2012-09-03 12:44:38.580726221+00:00,2012-09-03 12:44:38.580726221+00:00,118,Value 11
24,5,Closed,2012-09-03 12:44:38.580726221+00:00,2012-09-03 12:44:38.580726221+00:00,119,Value 5
25,2,Assign seriousness,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,120,Value 11
25,2,Take in charge ticket,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,121,Value 11
25,2,Resolve ticket,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,122,Value 11
25,2,Take in charge ticket,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,123,Value 11
25,2,Resolve ticket,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,124,Value 11
25,5,Closed,2012-09-03 13:41:41.290358490+00:00,2012-09-03 13:41:41.290358490+00:00,125,Value 5
26,2,Assign seriousness,2012-09-03 14:18:32.604774556+00:00,2012-09-03 14:18:32.604774556+00:00,126,Value 11
26,2,Take in charge ticket,2012-09-03 14:18:32.604774556+00:00,2012-09-03 14:18:32.604774556+00:00,127,Value 11
26,2,Resolve ticket,2012-09-03 14:18:32.604774556+00:00,2012-09-03 14:18:32.604774556+00:00,128,Value 11
26,5,Closed,2012-09-03 14:18:32.604774556+00:00,2012-09-03 14:18:32.604774556+00:00,129,Value 5
27,2,Assign seriousness,2012-09-03 14:48:08.090983040+00:00,2012-09-03 14:48:08.090983040+00:00,130,Value 11
27,2,Take in charge ticket,2012-09-03 14:48:08.090983040+00:00,2012-09-03 14:48:08.090983040+00:00,131,Value 11
27,2,Resolve ticket,2012-09-03 14:48:08.090983040+00:00,2012-09-03 14:48:08.090983040+00:00,132,Value 11
27,5,Closed,2012-09-03 14:48:08.090983040+00:00,2012-09-03 14:48:08.090983040+00:00,133,Value 5
28,2,Assign seriousness,2012-09-04 04:00:00+00:00,2012-09-04 04:00:00+00:00,135,Value 11
28,2,Take in charge ticket,2012-09-04 04:00:00+00:00,2012-09-04 04:00:00+00:00,136,Value 11
28,3,Resolve ticket,2012-09-04 04:00:00+00:00,2012-09-04 04:00:00+00:00,137,Value 16
28,5,Closed,2012-09-04 04:00:00+00:00,2012-09-04 04:00:00+00:00,138,Value 5
29,2,Assign seriousness,2012-09-04 06:00:56.673172109+00:00,2012-09-04 06:00:56.673172109+00:00,139,Value 11
29,2,Take in charge ticket,2012-09-04 06:00:56.673172109+00:00,2012-09-04 06:00:56.673172109+00:00,140,Value 11
29,2,Resolve ticket,2012-09-04 06:00:56.673172109+00:00,2012-09-04 06:00:56.673172109+00:00,141,Value 11
29,5,Closed,2012-09-04 06:00:56.673172109+00:00,2012-09-04 06:00:56.673172109+00:00,142,Value 5
30,2,Assign seriousness,2012-09-04 07:45:01.795172903+00:00,2012-09-04 07:45:01.795172903+00:00,143,Value 11
30,2,Take in charge ticket,2012-09-04 07:45:01.795172903+00:00,2012-09-04 07:45:01.795172903+00:00,144,Value 11
30,2,Resolve ticket,2012-09-04 07:45:01.795172903+00:00,2012-09-04 07:45:01.795172903+00:00,145,Value 11
30,5,Closed,2012-09-04 07:45:01.795172903+00:00,2012-09-04 07:45:01.795172903+00:00,146,Value 5
31,2,Assign seriousness,2012-09-04 07:45:04.632742155+00:00,2012-09-04 07:45:04.632742155+00:00,147,Value 11
31,2,Take in charge ticket,2012-09-04 07:45:04.632742155+00:00,2012-09-04 07:45:04.632742155+00:00,148,Value 11
31,2,Resolve ticket,2012-09-04 07:45:04.632742155+00:00,2012-09-04 07:45:04.632742155+00:00,149,Value 11
31,5,Closed,2012-09-04 07:45:04.632742155+00:00,2012-09-04 07:45:04.632742155+00:00,150,Value 5
32,2,Assign seriousness,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,151,Value 11
32,2,Take in charge ticket,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,152,Value 11
32,2,Wait,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,153,Value 11
32,2,Take in charge ticket,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,154,Value 11
32,2,Resolve ticket,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,155,Value 11
32,5,Closed,2012-09-04 09:07:36.431400436+00:00,2012-09-04 09:07:36.431400436+00:00,156,Value 5
33,2,Assign seriousness,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,157,Value 11
33,2,Take in charge ticket,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,158,Value 11
33,2,Wait,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,159,Value 11
33,2,Take in charge ticket,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,160,Value 11
33,2,Resolve ticket,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,161,Value 11
33,5,Closed,2012-09-04 10:43:05.397178837+00:00,2012-09-04 10:43:05.397178837+00:00,162,Value 5
34,2,Assign seriousness,2012-09-04 10:54:28.385372575+00:00,2012-09-04 10:54:28.385372575+00:00,163,Value 11
34,2,Take in charge ticket,2012-09-04 10:54:28.385372575+00:00,2012-09-04 10:54:28.385372575+00:00,164,Value 11
34,2,Resolve ticket,2012-09-04 10:54:28.385372575+00:00,2012-09-04 10:54:28.385372575+00:00,165,Value 11
34,5,Closed,2012-09-04 10:54:28.385372575+00:00,2012-09-04 10:54:28.385372575+00:00,166,Value 5
35,2,Assign seriousness,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,167,Value 11
35,2,Take in charge ticket,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,168,Value 11
35,2,Wait,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,169,Value 11
35,7,Take in charge ticket,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,170,Value 12
35,13,Resolve ticket,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,171,Value 17
35,5,Closed,2012-09-04 11:37:22.195039743+00:00,2012-09-04 11:37:22.195039743+00:00,172,Value 5
36,2,Assign seriousness,2012-09-04 13:14:56.288358852+00:00,2012-09-04 13:14:56.288358852+00:00,173,Value 11
36,2,Take in charge ticket,2012-09-04 13:14:56.288358852+00:00,2012-09-04 13:14:56.288358852+00:00,174,Value 11
36,2,Resolve ticket,2012-09-04 13:14:56.288358852+00:00,2012-09-04 13:14:56.288358852+00:00,175,Value 11
36,5,Closed,2012-09-04 13:14:56.288358852+00:00,2012-09-04 13:14:56.288358852+00:00,176,Value 5
37,2,Assign seriousness,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,177,Value 11
37,2,Take in charge ticket,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,178,Value 11
37,2,Wait,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,179,Value 11
37,2,Take in charge ticket,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,180,Value 11
37,2,Resolve ticket,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,181,Value 11
37,5,Closed,2012-09-04 14:58:01.752995893+00:00,2012-09-04 14:58:01.752995893+00:00,182,Value 5
38,2,Assign seriousness,2012-09-05 04:01:43+00:00,2012-09-05 04:01:43+00:00,183,Value 11
38,2,Take in charge ticket,2012-09-05 04:01:43+00:00,2012-09-05 04:01:43+00:00,184,Value 11
38,2,Resolve ticket,2012-09-05 04:01:43+00:00,2012-09-05 04:01:43+00:00,185,Value 11
38,5,Closed,2012-09-05 04:01:43+00:00,2012-09-05 04:01:43+00:00,186,Value 5
39,2,Assign seriousness,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,187,Value 11
39,2,Take in charge ticket,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,188,Value 11
39,2,Wait,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,189,Value 11
39,2,Take in charge ticket,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,190,Value 11
39,2,Resolve ticket,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,191,Value 11
39,5,Closed,2012-09-05 04:15:14.781516806+00:00,2012-09-05 04:15:14.781516806+00:00,192,Value 5
40,2,Assign seriousness,2012-09-05 04:23:05.526307345+00:00,2012-09-05 04:23:05.526307345+00:00,193,Value 11
40,2,Take in charge ticket,2012-09-05 04:23:05.526307345+00:00,2012-09-05 04:23:05.526307345+00:00,194,Value 11
40,2,Resolve ticket,2012-09-05 04:23:05.526307345+00:00,2012-09-05 04:23:05.526307345+00:00,195,Value 11
40,5,Closed,2012-09-05 04:23:05.526307345+00:00,2012-09-05 04:23:05.526307345+00:00,196,Value 5
41,2,Assign seriousness,2012-09-05 04:38:46.318250521+00:00,2012-09-05 04:38:46.318250521+00:00,197,Value 11
41,2,Take in charge ticket,2012-09-05 04:38:46.318250521+00:00,2012-09-05 04:38:46.318250521+00:00,198,Value 11
41,2,Resolve ticket,2012-09-05 04:38:46.318250521+00:00,2012-09-05 04:38:46.318250521+00:00,199,Value 11
41,5,Closed,2012-09-05 04:38:46.318250521+00:00,2012-09-05 04:38:46.318250521+00:00,200,Value 5
42,2,Assign seriousness,2012-09-05 05:46:04.408951034+00:00,2012-09-05 05:46:04.408951034+00:00,201,Value 11
42,2,Take in charge ticket,2012-09-05 05:46:04.408951034+00:00,2012-09-05 05:46:04.408951034+00:00,202,Value 11
42,2,Resolve ticket,2012-09-05 05:46:04.408951034+00:00,2012-09-05 05:46:04.408951034+00:00,203,Value 11
42,5,Closed,2012-09-05 05:46:04.408951034+00:00,2012-09-05 05:46:04.408951034+00:00,204,Value 5
43,2,Assign seriousness,2012-09-05 05:57:09.352393024+00:00,2012-09-05 05:57:09.352393024+00:00,205,Value 11
43,2,Take in charge ticket,2012-09-05 05:57:09.352393024+00:00,2012-09-05 05:57:09.352393024+00:00,206,Value 11
43,2,Resolve ticket,2012-09-05 05:57:09.352393024+00:00,2012-09-05 05:57:09.352393024+00:00,207,Value 11
43,5,Closed,2012-09-05 05:57:09.352393024+00:00,2012-09-05 05:57:09.352393024+00:00,208,Value 5
44,2,Insert ticket,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,209,Value 11
44,2,Assign seriousness,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,210,Value 11
44,2,Take in charge ticket,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,211,Value 11
44,2,Wait,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,212,Value 11
44,2,Take in charge ticket,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,213,Value 11
44,2,Resolve ticket,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,214,Value 11
44,5,Closed,2012-09-05 05:57:10.238471670+00:00,2012-09-05 05:57:10.238471670+00:00,215,Value 5
45,2,Assign seriousness,2012-09-05 07:17:57.460366226+00:00,2012-09-05 07:17:57.460366226+00:00,216,Value 11
45,2,Take in charge ticket,2012-09-05 07:17:57.460366226+00:00,2012-09-05 07:17:57.460366226+00:00,217,Value 11
45,2,Resolve ticket,2012-09-05 07:17:57.460366226+00:00,2012-09-05 07:17:57.460366226+00:00,218,Value 11
45,5,Closed,2012-09-05 07:17:57.460366226+00:00,2012-09-05 07:17:57.460366226+00:00,219,Value 5
46,2,Assign seriousness,2012-09-05 07:51:27.395965569+00:00,2012-09-05 07:51:27.395965569+00:00,220,Value 11
46,2,Take in charge ticket,2012-09-05 07:51:27.395965569+00:00,2012-09-05 07:51:27.395965569+00:00,221,Value 11
46,2,Resolve ticket,2012-09-05 07:51:27.395965569+00:00,2012-09-05 07:51:27.395965569+00:00,222,Value 11
46,5,Closed,2012-09-05 07:51:27.395965569+00:00,2012-09-05 07:51:27.395965569+00:00,223,Value 5
47,2,Assign seriousness,2012-09-05 10:29:20.745626847+00:00,2012-09-05 10:29:20.745626847+00:00,224,Value 11
47,2,Take in charge ticket,2012-09-05 10:29:20.745626847+00:00,2012-09-05 10:29:20.745626847+00:00,225,Value 11
47,2,Resolve ticket,2012-09-05 10:29:20.745626847+00:00,2012-09-05 10:29:20.745626847+00:00,226,Value 11
47,5,Closed,2012-09-05 10:29:20.745626847+00:00,2012-09-05 10:29:20.745626847+00:00,227,Value 5
48,2,Assign seriousness,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,228,Value 11
48,2,Take in charge ticket,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,229,Value 11
48,2,Wait,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,230,Value 11
48,0,Wait,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,231,Value 2
48,0,Resolve ticket,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,232,Value 2
48,0,Resolve ticket,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,233,Value 2
48,5,Closed,2012-09-05 10:33:51.841048194+00:00,2012-09-05 10:33:51.841048194+00:00,234,Value 5
49,2,Assign seriousness,2012-09-05 11:32:35.240240220+00:00,2012-09-05 11:32:35.240240220+00:00,235,Value 11
49,2,Take in charge ticket,2012-09-05 11:32:35.240240220+00:00,2012-09-05 11:32:35.240240220+00:00,236,Value 11
49,2,Resolve ticket,2012-09-05 11:32:35.240240220+00:00,2012-09-05 11:32:35.240240220+00:00,237,Value 11
49,5,Closed,2012-09-05 11:32:35.240240220+00:00,2012-09-05 11:32:35.240240220+00:00,238,Value 5
50,2,Assign seriousness,2012-09-05 13:08:19.627023026+00:00,2012-09-05 13:08:19.627023026+00:00,239,Value 11
